systematic_id	chromosome	primary_name	feature_type	category	merged_into	comment_addition	reference_addition	comment_removal	reference_removal
SPNCRNA.2170	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2171	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2172	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2173	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2174	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2175	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2176	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2177	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2178	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2179	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.218	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2180	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2181	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2182	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2183	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2184	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2185	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2186	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2187	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2188	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2189	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.219	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2190	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2191	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2192	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2193	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2194	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2195	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2196	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2197	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2198	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2199	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.22	III	prl22	lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.220	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2200	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2201	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2202	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2203	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2204	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2205	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2206	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2207	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2208	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2209	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.221	I		misc_RNA	added_and_merged	SPNCRNA.907				
SPNCRNA.2210	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2211	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2212	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2213	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2214	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2215	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2216	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2217	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2218	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2219	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.222	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2220	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2221	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2222	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2223	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2224	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2225	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2226	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2227	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2228	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2229	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.223	I		misc_RNA	added_changed_and_merged	SPAC16E8.18c				
SPNCRNA.2230	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2231	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2232	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2233	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2234	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2235	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2236	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2237	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2238	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2239	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2240	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2241	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2242	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2243	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2244	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2245	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2246	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2247	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2248	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2249	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2250	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2251	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2252	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2253	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2254	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2255	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2256	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2257	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2258	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2259	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.226	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2260	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2261	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2262	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2263	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2264	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2265	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2266	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2267	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2268	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2269	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.227	I		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.921				
SPNCRNA.2270	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2271	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2272	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2273	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2274	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2275	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2276	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2277	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2278	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2279	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.228	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2280	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2281	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2282	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2283	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2284	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2285	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2286	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2287	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2288	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2289	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.229	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2290	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2291	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2292	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2293	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2294	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2295	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2296	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2297	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2298	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2299	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.23	II	prl23	lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.230	I	nam5	lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2300	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2301	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2302	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2303	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2304	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2305	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2306	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2307	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2308	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2309	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.231	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2310	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2311	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2312	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2313	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2314	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2315	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2316	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2317	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2318	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2319	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.232	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2320	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2321	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2322	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2323	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2324	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2325	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2326	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2327	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2328	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2329	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.233	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2330	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2331	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2332	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2333	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2334	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2335	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2336	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2337	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2338	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2339	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.234	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2340	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2341	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2342	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2343	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2344	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2345	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2346	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2347	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2348	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2349	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.235	I		misc_RNA	added_and_merged	SPAP4C9.02				
SPNCRNA.2350	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2351	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2352	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2353	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2354	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2355	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2356	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2357	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2358	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2359	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.236	I		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.941				
SPNCRNA.2360	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2361	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2362	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2363	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2364	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2365	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2366	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2367	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2368	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2369	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.237	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2370	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2371	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2372	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2373	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2374	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2375	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2376	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2377	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2378	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2379	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2380	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2381	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2382	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2383	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2384	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2385	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2386	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2387	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2388	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2389	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.239	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2390	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2391	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2392	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2393	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2394	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2395	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2396	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2397	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2398	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2399	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.24	II	prl24	lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.240	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2400	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2401	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2402	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2403	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2404	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2405	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2406	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2407	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2408	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2409	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2410	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2411	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2412	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2413	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2414	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2415	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2416	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2417	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2418	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2419	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.242	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2420	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2421	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2422	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2423	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2424	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2425	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2426	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2427	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2428	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2429	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.243	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2430	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2431	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2432	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2433	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2434	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2435	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2436	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2437	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2438	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2439	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.244	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2440	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2441	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2442	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2443	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2444	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2445	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2446	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2447	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2448	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2449	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.245	I		misc_RNA	added_and_merged	SPAC23D3.17				
SPNCRNA.2450	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2451	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2452	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2453	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2454	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2455	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2456	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2457	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2458	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2459	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.246	I		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.985				
SPNCRNA.2460	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2461	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2462	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2463	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2464	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2465	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2466	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2467	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2468	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2469	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.247	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2470	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2471	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2472	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2473	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2474	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2475	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2476	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2477	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2478	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2479	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.248	I		misc_RNA,ncRNA	added_changed_and_removed					
SPNCRNA.2480	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2481	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2482	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2483	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2484	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2485	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2486	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2487	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2488	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2489	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.249	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2490	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2491	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2492	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2493	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2494	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2495	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2496	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2497	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2498	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2499	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.25	II	prl25	lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2500	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2501	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2502	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2503	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2504	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2505	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2506	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2507	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2508	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2509	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2510	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2511	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2512	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2513	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2514	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2515	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2516	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2517	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2518	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2519	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.252	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2520	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2521	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2522	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2523	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2524	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2525	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2526	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2527	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2528	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2529	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.253	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2530	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2531	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2532	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2533	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2534	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2535	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2536	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2537	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2538	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2539	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.254	I		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.1032				
SPNCRNA.2540	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2541	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2542	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2543	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2544	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2545	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2546	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2547	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2548	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2549	I		lncRNA,ncRNA	added_and_changed					
