Systematic ID	Primary name	Date added	Comment	Reference
SPNCRNA.6203		2022-01-12		PMID:29914874
SPNCRNA.6202		2022-01-12		PMID:29914874
SPNCRNA.6201		2022-01-12		PMID:29914874
SPNCRNA.6200		2022-01-12		PMID:29914874
SPNCRNA.6199		2022-01-12		PMID:29914874
SPNCRNA.6198		2022-01-12		PMID:29914874
SPNCRNA.6197		2022-01-12		PMID:29914874
SPNCRNA.6196		2022-01-12		PMID:29914874
SPNCRNA.6195		2022-01-12		PMID:29914874
SPNCRNA.6194		2022-01-12		PMID:29914874
SPNCRNA.6193		2022-01-12		PMID:29914874
SPNCRNA.6192		2022-01-12		PMID:29914874
SPNCRNA.6191		2022-01-12		PMID:29914874
SPNCRNA.6190		2022-01-12		PMID:29914874
SPNCRNA.6189		2022-01-12		PMID:29914874
SPNCRNA.6188		2022-01-12		PMID:29914874
SPNCRNA.6187		2022-01-12		PMID:29914874
SPNCRNA.6186		2022-01-12		PMID:29914874
SPNCRNA.6185		2022-01-12		PMID:29914874
SPNCRNA.6184		2022-01-12		PMID:29914874
SPNCRNA.6183		2022-01-12		PMID:29914874
SPNCRNA.6182		2022-01-12		PMID:29914874
SPNCRNA.6181		2022-01-12		PMID:29914874
SPNCRNA.6180		2022-01-12		PMID:29914874
SPNCRNA.6179		2022-01-12		PMID:29914874
SPNCRNA.6178		2022-01-12		PMID:29914874
SPNCRNA.6177		2022-01-12		PMID:29914874
SPNCRNA.6176		2022-01-12		PMID:29914874
SPNCRNA.6175		2022-01-12		PMID:29914874
SPNCRNA.6174		2022-01-12		PMID:29914874
SPNCRNA.6173		2022-01-12		PMID:29914874
SPNCRNA.6172		2022-01-12		PMID:29914874
SPNCRNA.6171		2022-01-12		PMID:29914874
SPNCRNA.6170		2022-01-12		PMID:29914874
SPNCRNA.6169		2022-01-12		PMID:29914874
SPNCRNA.6168		2022-01-12		PMID:29914874
SPNCRNA.6167		2022-01-12		PMID:29914874
SPNCRNA.6166		2022-01-12		PMID:29914874
SPNCRNA.6165		2022-01-12		PMID:29914874
SPNCRNA.6164		2022-01-12		PMID:29914874
SPNCRNA.6163		2022-01-12		PMID:29914874
SPNCRNA.6162		2022-01-12		PMID:29914874
SPNCRNA.6161		2022-01-12		PMID:29914874
SPNCRNA.6160		2022-01-12		PMID:29914874
SPNCRNA.6159		2022-01-12		PMID:29914874
SPNCRNA.6158		2022-01-12		PMID:29914874
SPNCRNA.6157		2022-01-12		PMID:29914874
SPNCRNA.6156		2022-01-12		PMID:29914874
SPNCRNA.6155		2022-01-12		PMID:29914874
SPNCRNA.6154		2022-01-12		PMID:29914874
SPNCRNA.6153		2022-01-12		PMID:29914874
SPNCRNA.6152		2022-01-12		PMID:29914874
SPNCRNA.6151		2022-01-12		PMID:29914874
SPNCRNA.6150		2022-01-12		PMID:29914874
SPNCRNA.6149		2022-01-12		PMID:29914874
SPNCRNA.6148		2022-01-12		PMID:29914874
SPNCRNA.6147		2022-01-12		PMID:29914874
SPNCRNA.6146		2022-01-12		PMID:29914874
SPNCRNA.6145		2022-01-12		PMID:29914874
SPNCRNA.6144		2022-01-12		PMID:29914874
SPNCRNA.6143		2022-01-12		PMID:29914874
SPNCRNA.6142		2022-01-12		PMID:29914874
SPNCRNA.6141		2022-01-12		PMID:29914874
SPNCRNA.6140		2022-01-12		PMID:29914874
SPNCRNA.6139		2022-01-12		PMID:29914874
SPNCRNA.6138		2022-01-12		PMID:29914874
SPNCRNA.6137		2022-01-12		PMID:29914874
SPNCRNA.6136		2022-01-12		PMID:29914874
SPNCRNA.6135		2022-01-12		PMID:29914874
SPNCRNA.6134		2022-01-12		PMID:29914874
SPNCRNA.6133		2022-01-12		PMID:29914874
SPNCRNA.6132		2022-01-12		PMID:29914874
SPNCRNA.6131		2022-01-12		PMID:29914874
SPNCRNA.6130		2022-01-12		PMID:29914874
SPNCRNA.6129		2022-01-12		PMID:29914874
SPNCRNA.6128		2022-01-12		PMID:29914874
SPNCRNA.6127		2022-01-12		PMID:29914874
SPNCRNA.6126		2022-01-12		PMID:29914874
SPNCRNA.6125		2022-01-12		PMID:29914874
SPNCRNA.6124		2022-01-12		PMID:29914874
SPNCRNA.6123		2022-01-12		PMID:29914874
SPNCRNA.6122		2022-01-12		PMID:29914874
SPNCRNA.6121		2022-01-12		PMID:29914874
SPNCRNA.6120		2022-01-12		PMID:29914874
SPNCRNA.6119		2022-01-12		PMID:29914874
SPNCRNA.6118		2022-01-12		PMID:29914874
SPNCRNA.6117		2022-01-12		PMID:29914874
SPNCRNA.6116		2022-01-12		PMID:29914874
SPNCRNA.6115		2022-01-12		PMID:29914874
SPNCRNA.6114		2022-01-12		PMID:29914874
SPNCRNA.6113		2022-01-12		PMID:29914874
SPNCRNA.6112		2022-01-12		PMID:29914874
SPNCRNA.6111		2022-01-12		PMID:29914874
SPNCRNA.6110		2022-01-12		PMID:29914874
SPNCRNA.6109		2022-01-12		PMID:29914874
SPNCRNA.6108		2022-01-12		PMID:29914874
SPNCRNA.6107		2022-01-12		PMID:29914874
SPNCRNA.6106		2022-01-12		PMID:29914874
SPNCRNA.6105		2022-01-12		PMID:29914874
SPNCRNA.6104		2022-01-12		PMID:29914874
SPNCRNA.6103		2022-01-12		PMID:29914874
SPNCRNA.6102		2022-01-12		PMID:29914874
SPNCRNA.6101		2022-01-12		PMID:29914874
SPNCRNA.6100		2022-01-12		PMID:29914874
SPNCRNA.6099		2022-01-12		PMID:29914874
SPNCRNA.6098		2022-01-12		PMID:29914874
SPNCRNA.6097		2022-01-12		PMID:29914874
SPNCRNA.6096		2022-01-12		PMID:29914874
SPNCRNA.6095		2022-01-12		PMID:29914874
SPNCRNA.6094		2022-01-12		PMID:29914874
SPNCRNA.6093		2022-01-12		PMID:29914874
SPNCRNA.6092		2022-01-12		PMID:29914874
SPNCRNA.6091		2022-01-12		PMID:29914874
SPNCRNA.6090		2022-01-12		PMID:29914874
SPNCRNA.6089		2022-01-12		PMID:29914874
SPNCRNA.6088		2022-01-12		PMID:29914874
SPNCRNA.6087		2022-01-12		PMID:29914874
SPNCRNA.6086		2022-01-12		PMID:29914874
SPNCRNA.6085		2022-01-12		PMID:29914874
SPNCRNA.6084		2022-01-12		PMID:29914874
SPNCRNA.6083		2022-01-12		PMID:29914874
SPNCRNA.6082		2022-01-12		PMID:29914874
SPNCRNA.6081		2022-01-12		PMID:29914874
SPNCRNA.6080		2022-01-12		PMID:29914874
SPNCRNA.6079		2022-01-12		PMID:29914874
SPNCRNA.6078		2022-01-12		PMID:29914874
SPNCRNA.6077		2022-01-12		PMID:29914874
SPNCRNA.6076		2022-01-12		PMID:29914874
SPNCRNA.6075		2022-01-12		PMID:29914874
SPNCRNA.6074		2022-01-12		PMID:29914874
SPNCRNA.6073		2022-01-12		PMID:29914874
SPNCRNA.6072		2022-01-12		PMID:29914874
SPNCRNA.6071		2022-01-12		PMID:29914874
SPNCRNA.6070		2022-01-12		PMID:29914874
SPNCRNA.6069		2022-01-12		PMID:29914874
SPNCRNA.6068		2022-01-12		PMID:29914874
SPNCRNA.6067		2022-01-12		PMID:29914874
SPNCRNA.6066		2022-01-12		PMID:29914874
SPNCRNA.6065		2022-01-12		PMID:29914874
SPNCRNA.6064		2022-01-12		PMID:29914874
SPNCRNA.6063		2022-01-12		PMID:29914874
SPNCRNA.6062		2022-01-12		PMID:29914874
SPNCRNA.6061		2022-01-12		PMID:29914874
SPNCRNA.6060		2022-01-12		PMID:29914874
SPNCRNA.6059		2022-01-12		PMID:29914874
SPNCRNA.6058		2022-01-12		PMID:29914874
SPNCRNA.6057		2022-01-12		PMID:29914874
SPNCRNA.6056		2022-01-12		PMID:29914874
SPNCRNA.6055		2022-01-12		PMID:29914874
SPNCRNA.6054		2022-01-12		PMID:29914874
SPNCRNA.6053		2022-01-12		PMID:29914874
SPNCRNA.6052		2022-01-12		PMID:29914874
SPNCRNA.6051		2022-01-12		PMID:29914874
SPNCRNA.6050		2022-01-12		PMID:29914874
SPNCRNA.6049		2022-01-12		PMID:29914874
SPNCRNA.6048		2022-01-12		PMID:29914874
SPNCRNA.6047		2022-01-12		PMID:29914874
SPNCRNA.6046		2022-01-12		PMID:29914874
SPNCRNA.6045		2022-01-12		PMID:29914874
SPNCRNA.6044		2022-01-12		PMID:29914874
SPNCRNA.6043		2022-01-12		PMID:29914874
SPNCRNA.6042		2022-01-12		PMID:29914874
SPNCRNA.6041		2022-01-12		PMID:29914874
SPNCRNA.6040		2022-01-12		PMID:29914874
SPNCRNA.6039		2022-01-12		PMID:29914874
SPNCRNA.6038		2022-01-12		PMID:29914874
SPNCRNA.6037		2022-01-12		PMID:29914874
SPNCRNA.6036		2022-01-12		PMID:29914874
SPNCRNA.6035		2022-01-12		PMID:29914874
SPNCRNA.6034		2022-01-12		PMID:29914874
SPNCRNA.6033		2022-01-12		PMID:29914874
SPNCRNA.6032		2022-01-12		PMID:29914874
SPNCRNA.6031		2022-01-12		PMID:29914874
SPNCRNA.6030		2022-01-12		PMID:29914874
SPNCRNA.6029		2022-01-12		PMID:29914874
SPNCRNA.6028		2022-01-12		PMID:29914874
SPNCRNA.6027		2022-01-12		PMID:29914874
SPNCRNA.6026		2022-01-12		PMID:29914874
SPNCRNA.6025		2022-01-12		PMID:29914874
SPNCRNA.6024		2022-01-12		PMID:29914874
SPNCRNA.6023		2022-01-12		PMID:29914874
SPNCRNA.6022		2022-01-12		PMID:29914874
SPNCRNA.6021		2022-01-12		PMID:29914874
SPNCRNA.6020		2022-01-12		PMID:29914874
SPNCRNA.6019		2022-01-12		PMID:29914874
SPNCRNA.6018		2022-01-12		PMID:29914874
SPNCRNA.6017		2022-01-12		PMID:29914874
SPNCRNA.6016		2022-01-12		PMID:29914874
SPNCRNA.6015		2022-01-12		PMID:29914874
SPNCRNA.6014		2022-01-12		PMID:29914874
SPNCRNA.6013		2022-01-12		PMID:29914874
SPNCRNA.6012		2022-01-12		PMID:29914874
SPNCRNA.6011		2022-01-12		PMID:29914874
SPNCRNA.6010		2022-01-12		PMID:29914874
SPNCRNA.6009		2022-01-12		PMID:29914874
SPNCRNA.6008		2022-01-12		PMID:29914874
SPNCRNA.6007		2022-01-12		PMID:29914874
SPNCRNA.6006		2022-01-12		PMID:29914874
SPNCRNA.6005		2022-01-12		PMID:29914874
SPNCRNA.6004		2022-01-12		PMID:29914874
SPNCRNA.6003		2022-01-12		PMID:29914874
SPNCRNA.6002		2022-01-12		PMID:29914874
SPNCRNA.6001		2022-01-12		PMID:29914874
SPNCRNA.6000		2022-01-12		PMID:29914874
SPNCRNA.5999		2022-01-12		PMID:29914874
SPNCRNA.5998		2022-01-12		PMID:29914874
SPNCRNA.5997		2022-01-12		PMID:29914874
SPNCRNA.5996		2022-01-12		PMID:29914874
SPNCRNA.5995		2022-01-12		PMID:29914874
SPNCRNA.5994		2022-01-12		PMID:29914874
SPNCRNA.5993		2022-01-12		PMID:29914874
SPNCRNA.5992		2022-01-12		PMID:29914874
SPNCRNA.5991		2022-01-12		PMID:29914874
SPNCRNA.5990		2022-01-12		PMID:29914874
SPNCRNA.5989		2022-01-12		PMID:29914874
SPNCRNA.5988		2022-01-12		PMID:29914874
SPNCRNA.5987		2022-01-12		PMID:29914874
SPNCRNA.5986		2022-01-12		PMID:29914874
SPNCRNA.5985		2022-01-12		PMID:29914874
SPNCRNA.5984		2022-01-12		PMID:29914874
SPNCRNA.5983		2022-01-12		PMID:29914874
SPNCRNA.5982		2022-01-12		PMID:29914874
SPNCRNA.5981		2022-01-12		PMID:29914874
SPNCRNA.5980		2022-01-12		PMID:29914874
SPNCRNA.5979		2022-01-12		PMID:29914874
SPNCRNA.5978		2022-01-12		PMID:29914874
SPNCRNA.5977		2022-01-12		PMID:29914874
SPNCRNA.5976		2022-01-12		PMID:29914874
SPNCRNA.5975		2022-01-12		PMID:29914874
SPNCRNA.5974		2022-01-12		PMID:29914874
SPNCRNA.5973		2022-01-12		PMID:29914874
SPNCRNA.5972		2022-01-12		PMID:29914874
SPNCRNA.5971		2022-01-12		PMID:29914874
SPNCRNA.5970		2022-01-12		PMID:29914874
SPNCRNA.5969		2022-01-12		PMID:29914874
SPNCRNA.5968		2022-01-12		PMID:29914874
SPNCRNA.5967		2022-01-12		PMID:29914874
SPNCRNA.5966		2022-01-12		PMID:29914874
SPNCRNA.5965		2022-01-12		PMID:29914874
SPNCRNA.5964		2022-01-12		PMID:29914874
SPNCRNA.5963		2022-01-12		PMID:29914874
SPNCRNA.5962		2022-01-12		PMID:29914874
SPNCRNA.5961		2022-01-12		PMID:29914874
SPNCRNA.5960		2022-01-12		PMID:29914874
SPNCRNA.5959		2022-01-12		PMID:29914874
SPNCRNA.5958		2022-01-12		PMID:29914874
SPNCRNA.5957		2022-01-12		PMID:29914874
SPNCRNA.5956		2022-01-12		PMID:29914874
SPNCRNA.5955		2022-01-12		PMID:29914874
SPNCRNA.5954		2022-01-12		PMID:29914874
SPNCRNA.5953		2022-01-12		PMID:29914874
SPNCRNA.5952		2022-01-12		PMID:29914874
SPNCRNA.5951		2022-01-12		PMID:29914874
SPNCRNA.5950		2022-01-12		PMID:29914874
SPNCRNA.5949		2022-01-12		PMID:29914874
SPNCRNA.5948		2022-01-12		PMID:29914874
SPNCRNA.5947		2022-01-12		PMID:29914874
SPNCRNA.5946		2022-01-12		PMID:29914874
SPNCRNA.5945		2022-01-12		PMID:29914874
SPNCRNA.5944		2022-01-12		PMID:29914874
SPNCRNA.5943		2022-01-12		PMID:29914874
SPNCRNA.5942		2022-01-12		PMID:29914874
SPNCRNA.5941		2022-01-12		PMID:29914874
SPNCRNA.5940		2022-01-12		PMID:29914874
SPNCRNA.5939		2022-01-12		PMID:29914874
SPNCRNA.5938		2022-01-12		PMID:29914874
SPNCRNA.5937		2022-01-12		PMID:29914874
SPNCRNA.5936		2022-01-12		PMID:29914874
SPNCRNA.5935		2022-01-12		PMID:29914874
SPNCRNA.5934		2022-01-12		PMID:29914874
SPNCRNA.5933		2022-01-12		PMID:29914874
SPNCRNA.5932		2022-01-12		PMID:29914874
SPNCRNA.5931		2022-01-12		PMID:29914874
SPNCRNA.5930		2022-01-12		PMID:29914874
SPNCRNA.5929		2022-01-12		PMID:29914874
SPNCRNA.5928		2022-01-12		PMID:29914874
SPNCRNA.5927		2022-01-12		PMID:29914874
SPNCRNA.5926		2022-01-12		PMID:29914874
SPNCRNA.5925		2022-01-12		PMID:29914874
SPNCRNA.5924		2022-01-12		PMID:29914874
SPNCRNA.5923		2022-01-12		PMID:29914874
SPNCRNA.5922		2022-01-12		PMID:29914874
SPNCRNA.5921		2022-01-12		PMID:29914874
SPNCRNA.5920		2022-01-12		PMID:29914874
SPNCRNA.5919		2022-01-12		PMID:29914874
SPNCRNA.5918		2022-01-12		PMID:29914874
SPNCRNA.5917		2022-01-12		PMID:29914874
SPNCRNA.5916		2022-01-12		PMID:29914874
SPNCRNA.5915		2022-01-12		PMID:29914874
SPNCRNA.5914		2022-01-12		PMID:29914874
SPNCRNA.5913		2022-01-12		PMID:29914874
SPNCRNA.5912		2022-01-12		PMID:29914874
SPNCRNA.5911		2022-01-12		PMID:29914874
SPNCRNA.5910		2022-01-12		PMID:29914874
SPNCRNA.5909		2022-01-12		PMID:29914874
SPNCRNA.5908		2022-01-12		PMID:29914874
SPNCRNA.5907		2022-01-12		PMID:29914874
SPNCRNA.5906		2022-01-12		PMID:29914874
SPNCRNA.5905		2022-01-12		PMID:29914874
SPNCRNA.5904		2022-01-12		PMID:29914874
SPNCRNA.5903		2022-01-12		PMID:29914874
SPNCRNA.5902		2022-01-12		PMID:29914874
SPNCRNA.5901		2022-01-12		PMID:29914874
SPNCRNA.5900		2022-01-12		PMID:29914874
SPNCRNA.5899		2022-01-12		PMID:29914874
SPNCRNA.5898		2022-01-12		PMID:29914874
SPNCRNA.5897		2022-01-12		PMID:29914874
SPNCRNA.5896		2022-01-12		PMID:29914874
SPNCRNA.5895		2022-01-12		PMID:29914874
SPNCRNA.5894		2022-01-12		PMID:29914874
SPNCRNA.5893		2022-01-12		PMID:29914874
SPNCRNA.5892		2022-01-12		PMID:29914874
SPNCRNA.5891		2022-01-12		PMID:29914874
SPNCRNA.5890		2022-01-12		PMID:29914874
SPNCRNA.5889		2022-01-12		PMID:29914874
SPNCRNA.5888		2022-01-12		PMID:29914874
SPNCRNA.5887		2022-01-12		PMID:29914874
SPNCRNA.5886		2022-01-12		PMID:29914874
SPNCRNA.5885		2022-01-12		PMID:29914874
SPNCRNA.5884		2022-01-12		PMID:29914874
SPNCRNA.5883		2022-01-12		PMID:29914874
SPNCRNA.5882		2022-01-12		PMID:29914874
SPNCRNA.5881		2022-01-12		PMID:29914874
SPNCRNA.5880		2022-01-12		PMID:29914874
SPNCRNA.5879		2022-01-12		PMID:29914874
SPNCRNA.5878		2022-01-12		PMID:29914874
SPNCRNA.5877		2022-01-12		PMID:29914874
SPNCRNA.5876		2022-01-12		PMID:29914874
SPNCRNA.5875		2022-01-12		PMID:29914874
SPNCRNA.5874		2022-01-12		PMID:29914874
SPNCRNA.5873		2022-01-12		PMID:29914874
SPNCRNA.5872		2022-01-12		PMID:29914874
SPNCRNA.5871		2022-01-12		PMID:29914874
SPNCRNA.5870		2022-01-12		PMID:29914874
SPNCRNA.5869		2022-01-12		PMID:29914874
SPNCRNA.5868		2022-01-12		PMID:29914874
SPNCRNA.5867		2022-01-12		PMID:29914874
SPNCRNA.5866		2022-01-12		PMID:29914874
SPNCRNA.5865		2022-01-12		PMID:29914874
SPNCRNA.5864		2022-01-12		PMID:29914874
SPNCRNA.5863		2022-01-12		PMID:29914874
SPNCRNA.5862		2022-01-12		PMID:29914874
SPNCRNA.5861		2022-01-12		PMID:29914874
SPNCRNA.5860		2022-01-12		PMID:29914874
SPNCRNA.5859		2022-01-12		PMID:29914874
SPNCRNA.5858		2022-01-12		PMID:29914874
SPNCRNA.5857		2022-01-12		PMID:29914874
SPNCRNA.5856		2022-01-12		PMID:29914874
SPNCRNA.5855		2022-01-12		PMID:29914874
SPNCRNA.5854		2022-01-12		PMID:29914874
SPNCRNA.5853		2022-01-12		PMID:29914874
SPNCRNA.5852		2022-01-12		PMID:29914874
SPNCRNA.5851		2022-01-12		PMID:29914874
SPNCRNA.5850		2022-01-12		PMID:29914874
SPNCRNA.5849		2022-01-12		PMID:29914874
SPNCRNA.5848		2022-01-12		PMID:29914874
SPNCRNA.5847		2022-01-12		PMID:29914874
SPNCRNA.5846		2022-01-12		PMID:29914874
SPNCRNA.5845		2022-01-12		PMID:29914874
SPNCRNA.5844		2022-01-12		PMID:29914874
SPNCRNA.5843		2022-01-12		PMID:29914874
SPNCRNA.5842		2022-01-12		PMID:29914874
SPNCRNA.5841		2022-01-12		PMID:29914874
SPNCRNA.5840		2022-01-12		PMID:29914874
SPNCRNA.5839		2022-01-12		PMID:29914874
SPNCRNA.5838		2022-01-12		PMID:29914874
SPNCRNA.5837		2022-01-12		PMID:29914874
SPNCRNA.5836		2022-01-12		PMID:29914874
SPNCRNA.5835		2022-01-12		PMID:29914874
SPNCRNA.5834		2022-01-12		PMID:29914874
SPNCRNA.5833		2022-01-12		PMID:29914874
SPNCRNA.5832		2022-01-12		PMID:29914874
SPNCRNA.5831		2022-01-12		PMID:29914874
SPNCRNA.5830		2022-01-12		PMID:29914874
SPNCRNA.5829		2022-01-12		PMID:29914874
SPNCRNA.5828		2022-01-12		PMID:29914874
SPNCRNA.5827		2022-01-12		PMID:29914874
SPNCRNA.5826		2022-01-12		PMID:29914874
SPNCRNA.5825		2022-01-12		PMID:29914874
SPNCRNA.5824		2022-01-12		PMID:29914874
SPNCRNA.5823		2022-01-12		PMID:29914874
SPNCRNA.5822		2022-01-12		PMID:29914874
SPNCRNA.5821		2022-01-12		PMID:29914874
SPNCRNA.5820		2022-01-12		PMID:29914874
SPNCRNA.5819		2022-01-12		PMID:29914874
SPNCRNA.5818		2022-01-12		PMID:29914874
SPNCRNA.5817		2022-01-12		PMID:29914874
SPNCRNA.5816		2022-01-12		PMID:29914874
SPNCRNA.5815		2022-01-12		PMID:29914874
SPNCRNA.5814		2022-01-12		PMID:29914874
SPNCRNA.5813		2022-01-12		PMID:29914874
SPNCRNA.5812		2022-01-12		PMID:29914874
SPNCRNA.5811		2022-01-12		PMID:29914874
SPNCRNA.5810		2022-01-12		PMID:29914874
SPNCRNA.5809		2022-01-12		PMID:29914874
SPNCRNA.5808		2022-01-12		PMID:29914874
SPNCRNA.5807		2022-01-12		PMID:29914874
SPNCRNA.5806		2022-01-12		PMID:29914874
SPNCRNA.5805		2022-01-12		PMID:29914874
SPNCRNA.5804		2022-01-12		PMID:29914874
SPNCRNA.5803		2022-01-12		PMID:29914874
SPNCRNA.5802		2022-01-12		PMID:29914874
SPNCRNA.5801		2022-01-12		PMID:29914874
SPNCRNA.5800		2022-01-12		PMID:29914874
SPNCRNA.5799		2022-01-12		PMID:29914874
SPNCRNA.5798		2022-01-12		PMID:29914874
SPNCRNA.5797		2022-01-12		PMID:29914874
SPNCRNA.5796		2022-01-12		PMID:29914874
SPNCRNA.5795		2022-01-12		PMID:29914874
SPNCRNA.5794		2022-01-12		PMID:29914874
SPNCRNA.5793		2022-01-12		PMID:29914874
SPNCRNA.5792		2022-01-12		PMID:29914874
SPNCRNA.5791		2022-01-12		PMID:29914874
SPNCRNA.5790		2022-01-12		PMID:29914874
SPNCRNA.5789		2022-01-12		PMID:29914874
SPNCRNA.5788		2022-01-12		PMID:29914874
SPNCRNA.5787		2022-01-12		PMID:29914874
SPNCRNA.5786		2022-01-12		PMID:29914874
SPNCRNA.5785		2022-01-12		PMID:29914874
SPNCRNA.5784		2022-01-12		PMID:29914874
SPNCRNA.5783		2022-01-12		PMID:29914874
SPNCRNA.5782		2022-01-12		PMID:29914874
SPNCRNA.5781		2022-01-12		PMID:29914874
SPNCRNA.5780		2022-01-12		PMID:29914874
SPNCRNA.5779		2022-01-12		PMID:29914874
SPNCRNA.5778		2022-01-12		PMID:29914874
SPNCRNA.5777		2022-01-12		PMID:29914874
SPNCRNA.5776		2022-01-12		PMID:29914874
SPNCRNA.5775		2022-01-12		PMID:29914874
SPNCRNA.5774		2022-01-12		PMID:29914874
SPNCRNA.5773		2022-01-12		PMID:29914874
SPNCRNA.5772		2022-01-12		PMID:29914874
SPNCRNA.5771		2022-01-12		PMID:29914874
SPNCRNA.5770		2022-01-12		PMID:29914874
SPNCRNA.5769		2022-01-12		PMID:29914874
SPNCRNA.5768		2022-01-12		PMID:29914874
SPNCRNA.5767		2022-01-12		PMID:29914874
SPNCRNA.5766		2022-01-12		PMID:29914874
SPNCRNA.5765		2022-01-12		PMID:29914874
SPNCRNA.5764		2022-01-12		PMID:29914874
SPNCRNA.5763		2022-01-12		PMID:29914874
SPNCRNA.5762		2022-01-12		PMID:29914874
SPNCRNA.5761		2022-01-12		PMID:29914874
SPNCRNA.5760		2022-01-12		PMID:29914874
SPNCRNA.5759		2022-01-12		PMID:29914874
SPNCRNA.5758		2022-01-12		PMID:29914874
SPNCRNA.5757		2022-01-12		PMID:29914874
SPNCRNA.5756		2022-01-12		PMID:29914874
SPNCRNA.5755		2022-01-12		PMID:29914874
SPNCRNA.5754		2022-01-12		PMID:29914874
SPNCRNA.5753		2022-01-12		PMID:29914874
SPNCRNA.5752		2022-01-12		PMID:29914874
SPNCRNA.5751		2022-01-12		PMID:29914874
SPNCRNA.5750		2022-01-12		PMID:29914874
SPNCRNA.5749		2022-01-12		PMID:29914874
SPNCRNA.5748	prl102	2022-01-12		PMID:28031482
SPNCRNA.5747		2022-01-12		PMID:29914874
SPNCRNA.5746		2022-01-12		PMID:29914874
SPNCRNA.5745		2022-01-12		PMID:29914874
SPNCRNA.5744		2022-01-12		PMID:29914874
SPNCRNA.5743		2022-01-12		PMID:29914874
SPNCRNA.5742		2022-01-12		PMID:29914874
SPNCRNA.5741		2022-01-12		PMID:29914874
SPNCRNA.5740		2022-01-12		PMID:29914874
SPNCRNA.5739		2022-01-12		PMID:29914874
SPNCRNA.5738		2022-01-12		PMID:29914874
SPNCRNA.5737		2022-01-12		PMID:29914874
SPNCRNA.5736		2022-01-12		PMID:29914874
SPNCRNA.5735		2022-01-12		PMID:29914874
SPNCRNA.5734		2022-01-12		PMID:29914874
SPNCRNA.5733		2022-01-12		PMID:29914874
SPNCRNA.5732		2022-01-12		PMID:29914874
SPNCRNA.5731		2022-01-12		PMID:29914874
SPNCRNA.5730		2022-01-12		PMID:29914874
SPNCRNA.5729		2022-01-12		PMID:29914874
SPNCRNA.5728		2022-01-12		PMID:29914874
SPNCRNA.5727		2022-01-12		PMID:29914874
SPNCRNA.5726		2022-01-12		PMID:29914874
SPNCRNA.5725		2022-01-12		PMID:29914874
SPNCRNA.5724		2022-01-12		PMID:29914874
SPNCRNA.5723		2022-01-12		PMID:29914874
SPNCRNA.5722		2022-01-12		PMID:29914874
SPNCRNA.5721		2022-01-12		PMID:29914874
SPNCRNA.5720		2022-01-12		PMID:29914874
SPNCRNA.5719		2022-01-12		PMID:29914874
SPNCRNA.5718		2022-01-12		PMID:29914874
SPNCRNA.5717		2022-01-12		PMID:29914874
SPNCRNA.5716		2022-01-12		PMID:29914874
SPNCRNA.5715		2022-01-12		PMID:29914874
SPNCRNA.5714		2022-01-12		PMID:29914874
SPNCRNA.5713		2022-01-12		PMID:29914874
SPNCRNA.5712		2022-01-12		PMID:29914874
SPNCRNA.5711		2022-01-12		PMID:29914874
SPNCRNA.5710		2022-01-12		PMID:29914874
SPNCRNA.5709		2022-01-12		PMID:29914874
SPNCRNA.5708		2022-01-12		PMID:29914874
SPNCRNA.5707		2022-01-12		PMID:29914874
SPNCRNA.5706		2022-01-12		PMID:29914874
SPNCRNA.5705		2022-01-12		PMID:29914874
SPNCRNA.5704		2022-01-12		PMID:29914874
SPNCRNA.5703		2022-01-12		PMID:29914874
SPNCRNA.5702		2022-01-12		PMID:29914874
SPNCRNA.5701		2022-01-12		PMID:29914874
SPNCRNA.5700		2022-01-12		PMID:29914874
SPNCRNA.5699		2022-01-12		PMID:29914874
SPNCRNA.5698		2022-01-12		PMID:29914874
SPNCRNA.5697		2022-01-12		PMID:29914874
SPNCRNA.5696		2022-01-12		PMID:29914874
SPNCRNA.5695		2022-01-12		PMID:29914874
SPNCRNA.5694		2022-01-12		PMID:29914874
SPNCRNA.5693		2022-01-12		PMID:29914874
SPNCRNA.5692		2022-01-12		PMID:29914874
SPNCRNA.5691		2022-01-12		PMID:29914874
SPNCRNA.5690		2022-01-12		PMID:29914874
SPNCRNA.5689		2022-01-12		PMID:29914874
SPNCRNA.5688		2022-01-12		PMID:29914874
SPNCRNA.5687		2022-01-12		PMID:29914874
SPNCRNA.5686		2022-01-12		PMID:29914874
SPNCRNA.5685		2022-01-12		PMID:29914874
SPNCRNA.5684		2022-01-12		PMID:29914874
SPNCRNA.5683		2022-01-12		PMID:29914874
SPNCRNA.5682		2022-01-12		PMID:29914874
SPNCRNA.5681		2022-01-12		PMID:29914874
SPNCRNA.5680		2022-01-12		PMID:29914874
SPNCRNA.5679		2022-01-12		PMID:29914874
SPNCRNA.5678		2022-01-12		PMID:29914874
SPNCRNA.5677		2022-01-12		PMID:29914874
SPNCRNA.5676		2022-01-12		PMID:29914874
SPNCRNA.5675		2022-01-12		PMID:29914874
SPNCRNA.5674		2022-01-12		PMID:29914874
SPNCRNA.5673		2022-01-12		PMID:29914874
SPNCRNA.5672		2022-01-12		PMID:29914874
SPNCRNA.5671		2022-01-12		PMID:29914874
SPNCRNA.5670		2022-01-12		PMID:29914874
SPNCRNA.5669		2022-01-12		PMID:29914874
SPNCRNA.5668		2022-01-12		PMID:29914874
SPNCRNA.5667		2022-01-12		PMID:29914874
